# This file is released under the Creative Commons Attribution 3.0 Unported
# (CC-BY <http://creativecommons.org/licenses/by/3.0/>).
#
# Copyright 2010 Kellen Parker, Allan Simon
# It was compiled by Kellen Parker and Allan Simon
# http://www.sinoglot.com/wu/tools/data/.
#
# Mapping of Chinese characters to their Shanghainese pronunciation in IPA.
#
# ChineseCharacter, IPA
邪	ʑia⁵³
鋣	ʑia⁵³
铘	ʑia⁵³
小	ɕiɔ²³
筱	ɕiɔ²³
桕	ʥiɤ²³
咎	ʥiɤ²³
舅	ʥiɤ²³
臼	ʥiɤ²³
撬	ʥiɔ²³
繡	ɕiɤ³⁴
绣	ɕiɤ³⁴
秀	ɕiɤ³⁴
綉	ɕiɤ³⁴
銹	ɕiɤ³⁴
锈	ɕiɤ³⁴
鏽	ɕiɤ³⁴
嘯	ɕiɔ³⁴
啸	ɕiɔ³⁴
笑	ɕiɔ³⁴
鞘	ɕiɔ³⁴
肖	ɕiɔ³⁴
旧	ʥiɤ³⁴
柩	ʥiɤ³⁴
舊	ʥiɤ³⁴
峤	ʥiɔ³⁴
嶠	ʥiɔ³⁴
轿	ʥiɔ³⁴
轎	ʥiɔ³⁴
岫	ʑiɤ³⁴
就	ʑiɤ³⁴
鹫	ʑiɤ³⁴
鷲	ʑiɤ³⁴
袖	ʑiɤ³⁴
